"ResponseId","trial","happiness","image","condition"
"R_2ZUmn6bMYZzsJno","happy",1,"positive stimuli absent","pen-in-mouth"
"R_2ZUmn6bMYZzsJno","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_2ZWbebiIOeRoEXT","filler",3,"positive stimuli absent","voluntary facial action"
"R_2ZWbebiIOeRoEXT","filler",1.25,"positive stimuli absent","voluntary facial action"
"R_2ZWbebiIOeRoEXT","happy",1.5,"positive stimuli absent","voluntary facial action"
"R_2ZWbebiIOeRoEXT","neutral",2,"positive stimuli absent","voluntary facial action"
"R_2zY0Co7moK8v7IY","filler",1.75,"positive stimuli present","facial mimicry"
"R_2zY0Co7moK8v7IY","filler",1,"positive stimuli present","facial mimicry"
"R_2zY0Co7moK8v7IY","happy",3.75,"positive stimuli present","facial mimicry"
"R_2zY0Co7moK8v7IY","neutral",1,"positive stimuli present","facial mimicry"
"R_2zYGlDOi39P0kly","filler",2.5,"positive stimuli absent","pen-in-mouth"
"R_2zYGlDOi39P0kly","filler",1,"positive stimuli absent","pen-in-mouth"
"R_2zYGlDOi39P0kly","happy",1,"positive stimuli absent","pen-in-mouth"
"R_2zYGlDOi39P0kly","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_2zYicQDxKKVAe3G","filler",3,"positive stimuli present","voluntary facial action"
"R_2zYicQDxKKVAe3G","filler",2.5,"positive stimuli present","voluntary facial action"
"R_2zYicQDxKKVAe3G","happy",2.5,"positive stimuli present","voluntary facial action"
"R_2zYicQDxKKVAe3G","neutral",2.25,"positive stimuli present","voluntary facial action"
"R_300GE4oSY09i3Sv","filler",1,"positive stimuli present","pen-in-mouth"
"R_300GE4oSY09i3Sv","filler",1,"positive stimuli present","pen-in-mouth"
"R_300GE4oSY09i3Sv","happy",1,"positive stimuli present","pen-in-mouth"
"R_300GE4oSY09i3Sv","neutral",1,"positive stimuli present","pen-in-mouth"
"R_302zIgp51xjez2O","filler",1,"positive stimuli present","facial mimicry"
"R_302zIgp51xjez2O","filler",1.25,"positive stimuli present","facial mimicry"
"R_302zIgp51xjez2O","happy",1,"positive stimuli present","facial mimicry"
"R_302zIgp51xjez2O","neutral",1.25,"positive stimuli present","facial mimicry"
"R_306GGURgpz4zrfJ","filler",1,"positive stimuli absent","pen-in-mouth"
"R_306GGURgpz4zrfJ","filler",1,"positive stimuli absent","pen-in-mouth"
"R_306GGURgpz4zrfJ","happy",1,"positive stimuli absent","pen-in-mouth"
"R_306GGURgpz4zrfJ","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_307UIjKvvRRnN0e","filler",1.75,"positive stimuli present","pen-in-mouth"
"R_307UIjKvvRRnN0e","filler",1,"positive stimuli present","pen-in-mouth"
"R_307UIjKvvRRnN0e","happy",1,"positive stimuli present","pen-in-mouth"
"R_307UIjKvvRRnN0e","neutral",1,"positive stimuli present","pen-in-mouth"
"R_3080Mrov2cANz9o","filler",1.5,"positive stimuli present","pen-in-mouth"
"R_3080Mrov2cANz9o","filler",1,"positive stimuli present","pen-in-mouth"
"R_3080Mrov2cANz9o","happy",1,"positive stimuli present","pen-in-mouth"
"R_3080Mrov2cANz9o","neutral",1,"positive stimuli present","pen-in-mouth"
"R_30c9ie1DCbKk9rt","filler",1,"positive stimuli absent","facial mimicry"
"R_30c9ie1DCbKk9rt","filler",1.5,"positive stimuli absent","facial mimicry"
"R_30c9ie1DCbKk9rt","happy",1,"positive stimuli absent","facial mimicry"
"R_30c9ie1DCbKk9rt","neutral",1,"positive stimuli absent","facial mimicry"
"R_30l8LAIUEEONZzJ","filler",2.25,"positive stimuli absent","pen-in-mouth"
"R_30l8LAIUEEONZzJ","filler",4.25,"positive stimuli absent","pen-in-mouth"
"R_30l8LAIUEEONZzJ","happy",3,"positive stimuli absent","pen-in-mouth"
"R_30l8LAIUEEONZzJ","neutral",3,"positive stimuli absent","pen-in-mouth"
"R_30u73flP9udkZXA","filler",2.25,"positive stimuli absent","pen-in-mouth"
"R_30u73flP9udkZXA","filler",1.25,"positive stimuli absent","pen-in-mouth"
"R_30u73flP9udkZXA","happy",3,"positive stimuli absent","pen-in-mouth"
"R_30u73flP9udkZXA","neutral",2,"positive stimuli absent","pen-in-mouth"
"R_30uW7fSyLQjM9qG","filler",2.5,"positive stimuli absent","facial mimicry"
"R_30uW7fSyLQjM9qG","filler",1,"positive stimuli absent","facial mimicry"
"R_30uW7fSyLQjM9qG","happy",4.5,"positive stimuli absent","facial mimicry"
"R_30uW7fSyLQjM9qG","neutral",3.5,"positive stimuli absent","facial mimicry"
"R_31adVhb7N9Ic2M3","filler",3.5,"positive stimuli present","voluntary facial action"
"R_31adVhb7N9Ic2M3","filler",4,"positive stimuli present","voluntary facial action"
"R_31adVhb7N9Ic2M3","happy",5.25,"positive stimuli present","voluntary facial action"
"R_31adVhb7N9Ic2M3","neutral",3.25,"positive stimuli present","voluntary facial action"
"R_31bm0taPrCF5gie","filler",1,"positive stimuli absent","pen-in-mouth"
"R_31bm0taPrCF5gie","filler",1,"positive stimuli absent","pen-in-mouth"
"R_31bm0taPrCF5gie","happy",1,"positive stimuli absent","pen-in-mouth"
"R_31bm0taPrCF5gie","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_31EQMLloL5RO9Ye","filler",2.5,"positive stimuli present","pen-in-mouth"
"R_31EQMLloL5RO9Ye","filler",3.25,"positive stimuli present","pen-in-mouth"
"R_31EQMLloL5RO9Ye","happy",2.5,"positive stimuli present","pen-in-mouth"
"R_31EQMLloL5RO9Ye","neutral",2.25,"positive stimuli present","pen-in-mouth"
"R_31hnCGPXuE9StSy","filler",4.5,"positive stimuli present","pen-in-mouth"
"R_31hnCGPXuE9StSy","filler",1.75,"positive stimuli present","pen-in-mouth"
"R_31hnCGPXuE9StSy","happy",3,"positive stimuli present","pen-in-mouth"
"R_31hnCGPXuE9StSy","neutral",2.25,"positive stimuli present","pen-in-mouth"
"R_31KKtHd4gsqZmE3","filler",1,"positive stimuli absent","pen-in-mouth"
"R_31KKtHd4gsqZmE3","filler",1,"positive stimuli absent","pen-in-mouth"
"R_31KKtHd4gsqZmE3","happy",1,"positive stimuli absent","pen-in-mouth"
"R_31KKtHd4gsqZmE3","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_31MC6ZMCcCXcdqz","filler",3,"positive stimuli absent","facial mimicry"
"R_31MC6ZMCcCXcdqz","filler",2.5,"positive stimuli absent","facial mimicry"
"R_31MC6ZMCcCXcdqz","happy",3.5,"positive stimuli absent","facial mimicry"
"R_31MC6ZMCcCXcdqz","neutral",4.5,"positive stimuli absent","facial mimicry"
"R_31ngpKspywonsDS","filler",2.25,"positive stimuli present","pen-in-mouth"
"R_31ngpKspywonsDS","filler",2.5,"positive stimuli present","pen-in-mouth"
"R_31ngpKspywonsDS","happy",2.75,"positive stimuli present","pen-in-mouth"
"R_31ngpKspywonsDS","neutral",2.75,"positive stimuli present","pen-in-mouth"
"R_31nhIZZcLZqkfMy","filler",1,"positive stimuli absent","pen-in-mouth"
"R_31nhIZZcLZqkfMy","filler",1,"positive stimuli absent","pen-in-mouth"
"R_31nhIZZcLZqkfMy","happy",1,"positive stimuli absent","pen-in-mouth"
"R_31nhIZZcLZqkfMy","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_31pzWZ6OLTpM9p4","filler",2,"positive stimuli absent","pen-in-mouth"
"R_31pzWZ6OLTpM9p4","filler",1,"positive stimuli absent","pen-in-mouth"
"R_31pzWZ6OLTpM9p4","happy",1.75,"positive stimuli absent","pen-in-mouth"
"R_31pzWZ6OLTpM9p4","neutral",1.5,"positive stimuli absent","pen-in-mouth"
"R_31RSZUfGyaivOKN","filler",4.75,"positive stimuli present","facial mimicry"
"R_31RSZUfGyaivOKN","filler",1.5,"positive stimuli present","facial mimicry"
"R_31RSZUfGyaivOKN","happy",4,"positive stimuli present","facial mimicry"
"R_31RSZUfGyaivOKN","neutral",4.5,"positive stimuli present","facial mimicry"
"R_31SDPyKYGcgfh2g","filler",7,"positive stimuli absent","facial mimicry"
"R_31SDPyKYGcgfh2g","filler",7,"positive stimuli absent","facial mimicry"
"R_31SDPyKYGcgfh2g","happy",7,"positive stimuli absent","facial mimicry"
"R_31SDPyKYGcgfh2g","neutral",7,"positive stimuli absent","facial mimicry"
"R_31SPbeD21UJwkn7","filler",1,"positive stimuli present","facial mimicry"
"R_31SPbeD21UJwkn7","filler",1,"positive stimuli present","facial mimicry"
"R_31SPbeD21UJwkn7","happy",1.25,"positive stimuli present","facial mimicry"
"R_31SPbeD21UJwkn7","neutral",1,"positive stimuli present","facial mimicry"
"R_31TOhu5kCkCmNmJ","filler",2.5,"positive stimuli absent","pen-in-mouth"
"R_31TOhu5kCkCmNmJ","filler",1.5,"positive stimuli absent","pen-in-mouth"
"R_31TOhu5kCkCmNmJ","happy",1.75,"positive stimuli absent","pen-in-mouth"
"R_31TOhu5kCkCmNmJ","neutral",1.25,"positive stimuli absent","pen-in-mouth"
"R_31uSR90NIDIIE4v","filler",1.75,"positive stimuli present","pen-in-mouth"
"R_31uSR90NIDIIE4v","filler",1.75,"positive stimuli present","pen-in-mouth"
"R_31uSR90NIDIIE4v","happy",1.75,"positive stimuli present","pen-in-mouth"
"R_31uSR90NIDIIE4v","neutral",1.75,"positive stimuli present","pen-in-mouth"
"R_31XB1YCpNpdxShD","filler",3,"positive stimuli absent","pen-in-mouth"
"R_31XB1YCpNpdxShD","filler",2,"positive stimuli absent","pen-in-mouth"
"R_31XB1YCpNpdxShD","happy",2.75,"positive stimuli absent","pen-in-mouth"
"R_31XB1YCpNpdxShD","neutral",3.25,"positive stimuli absent","pen-in-mouth"
"R_31ynz9NzyyTeuRF","filler",2.75,"positive stimuli absent","pen-in-mouth"
"R_31ynz9NzyyTeuRF","filler",2,"positive stimuli absent","pen-in-mouth"
"R_31ynz9NzyyTeuRF","happy",2.25,"positive stimuli absent","pen-in-mouth"
"R_31ynz9NzyyTeuRF","neutral",2,"positive stimuli absent","pen-in-mouth"
"R_31ZWKz2poqgwL4h","filler",4.25,"positive stimuli present","pen-in-mouth"
"R_31ZWKz2poqgwL4h","filler",3.75,"positive stimuli present","pen-in-mouth"
"R_31ZWKz2poqgwL4h","happy",3.25,"positive stimuli present","pen-in-mouth"
"R_31ZWKz2poqgwL4h","neutral",4,"positive stimuli present","pen-in-mouth"
"R_324mzrm0otj8kRb","filler",3.75,"positive stimuli present","voluntary facial action"
"R_324mzrm0otj8kRb","filler",5.5,"positive stimuli present","voluntary facial action"
"R_324mzrm0otj8kRb","happy",5.25,"positive stimuli present","voluntary facial action"
"R_324mzrm0otj8kRb","neutral",4,"positive stimuli present","voluntary facial action"
"R_32LMYnNsIgLDNzf","filler",1,"positive stimuli present","voluntary facial action"
"R_32LMYnNsIgLDNzf","filler",1,"positive stimuli present","voluntary facial action"
"R_32LMYnNsIgLDNzf","happy",1.5,"positive stimuli present","voluntary facial action"
"R_32LMYnNsIgLDNzf","neutral",1,"positive stimuli present","voluntary facial action"
"R_32LV74vrbpmGqiX","filler",3.75,"positive stimuli present","facial mimicry"
"R_32LV74vrbpmGqiX","filler",2,"positive stimuli present","facial mimicry"
"R_32LV74vrbpmGqiX","happy",2.25,"positive stimuli present","facial mimicry"
"R_32LV74vrbpmGqiX","neutral",1,"positive stimuli present","facial mimicry"
"R_32ORal195JEgvOR","filler",1.25,"positive stimuli absent","pen-in-mouth"
"R_32ORal195JEgvOR","filler",1,"positive stimuli absent","pen-in-mouth"
"R_32ORal195JEgvOR","happy",1,"positive stimuli absent","pen-in-mouth"
"R_32ORal195JEgvOR","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_32PlU3YzleXf6Yc","filler",1.25,"positive stimuli present","voluntary facial action"
"R_32PlU3YzleXf6Yc","filler",1.5,"positive stimuli present","voluntary facial action"
"R_32PlU3YzleXf6Yc","happy",4,"positive stimuli present","voluntary facial action"
"R_32PlU3YzleXf6Yc","neutral",1.75,"positive stimuli present","voluntary facial action"
"R_32PXGzrutkd6Hcu","filler",1,"positive stimuli absent","facial mimicry"
"R_32PXGzrutkd6Hcu","filler",1.5,"positive stimuli absent","facial mimicry"
"R_32PXGzrutkd6Hcu","happy",1,"positive stimuli absent","facial mimicry"
"R_32PXGzrutkd6Hcu","neutral",1,"positive stimuli absent","facial mimicry"
"R_32QLCrUzSPjnaH5","filler",1.75,"positive stimuli present","voluntary facial action"
"R_32QLCrUzSPjnaH5","filler",1,"positive stimuli present","voluntary facial action"
"R_32QLCrUzSPjnaH5","happy",1,"positive stimuli present","voluntary facial action"
"R_32QLCrUzSPjnaH5","neutral",1,"positive stimuli present","voluntary facial action"
"R_32WqPgxCZW6hsgA","filler",2,"positive stimuli present","pen-in-mouth"
"R_32WqPgxCZW6hsgA","filler",3.25,"positive stimuli present","pen-in-mouth"
"R_32WqPgxCZW6hsgA","happy",1.75,"positive stimuli present","pen-in-mouth"
"R_32WqPgxCZW6hsgA","neutral",1,"positive stimuli present","pen-in-mouth"
"R_330WjmYnr1qZSOt","filler",6,"positive stimuli absent","pen-in-mouth"
"R_330WjmYnr1qZSOt","filler",6,"positive stimuli absent","pen-in-mouth"
"R_330WjmYnr1qZSOt","happy",5,"positive stimuli absent","pen-in-mouth"
"R_330WjmYnr1qZSOt","neutral",6,"positive stimuli absent","pen-in-mouth"
"R_331H8XTcbsdiH3M","filler",1.75,"positive stimuli present","pen-in-mouth"
"R_331H8XTcbsdiH3M","filler",1,"positive stimuli present","pen-in-mouth"
"R_331H8XTcbsdiH3M","happy",1,"positive stimuli present","pen-in-mouth"
"R_331H8XTcbsdiH3M","neutral",1,"positive stimuli present","pen-in-mouth"
"R_336V86Y5lFAErTD","filler",4.75,"positive stimuli absent","voluntary facial action"
"R_336V86Y5lFAErTD","filler",2.75,"positive stimuli absent","voluntary facial action"
"R_336V86Y5lFAErTD","happy",4.75,"positive stimuli absent","voluntary facial action"
"R_336V86Y5lFAErTD","neutral",2.25,"positive stimuli absent","voluntary facial action"
"R_337jkwzRGBLYoZ0","filler",1,"positive stimuli absent","facial mimicry"
"R_337jkwzRGBLYoZ0","filler",1,"positive stimuli absent","facial mimicry"
"R_337jkwzRGBLYoZ0","happy",1,"positive stimuli absent","facial mimicry"
"R_337jkwzRGBLYoZ0","neutral",1.5,"positive stimuli absent","facial mimicry"
"R_338Qq6Y5YV51Flf","filler",1,"positive stimuli present","pen-in-mouth"
"R_338Qq6Y5YV51Flf","filler",1,"positive stimuli present","pen-in-mouth"
"R_338Qq6Y5YV51Flf","happy",1,"positive stimuli present","pen-in-mouth"
"R_338Qq6Y5YV51Flf","neutral",1.5,"positive stimuli present","pen-in-mouth"
"R_33d5XLn9fbq9xKK","filler",3.5,"positive stimuli absent","voluntary facial action"
"R_33d5XLn9fbq9xKK","filler",2.25,"positive stimuli absent","voluntary facial action"
"R_33d5XLn9fbq9xKK","happy",1.75,"positive stimuli absent","voluntary facial action"
"R_33d5XLn9fbq9xKK","neutral",1.75,"positive stimuli absent","voluntary facial action"
"R_33dHUSJpLgQMmEX","filler",2.5,"positive stimuli absent","pen-in-mouth"
"R_33dHUSJpLgQMmEX","filler",2.5,"positive stimuli absent","pen-in-mouth"
"R_33dHUSJpLgQMmEX","happy",2,"positive stimuli absent","pen-in-mouth"
"R_33dHUSJpLgQMmEX","neutral",2,"positive stimuli absent","pen-in-mouth"
"R_33eD4RZ1mHQVOZ5","filler",3.5,"positive stimuli present","pen-in-mouth"
"R_33eD4RZ1mHQVOZ5","filler",3.75,"positive stimuli present","pen-in-mouth"
"R_33eD4RZ1mHQVOZ5","happy",4,"positive stimuli present","pen-in-mouth"
"R_33eD4RZ1mHQVOZ5","neutral",3,"positive stimuli present","pen-in-mouth"
"R_33j9i4Z4tmjN9CP","filler",2.25,"positive stimuli present","pen-in-mouth"
"R_33j9i4Z4tmjN9CP","filler",1,"positive stimuli present","pen-in-mouth"
"R_33j9i4Z4tmjN9CP","happy",1,"positive stimuli present","pen-in-mouth"
"R_33j9i4Z4tmjN9CP","neutral",1,"positive stimuli present","pen-in-mouth"
"R_33pbKgsAzJbp6B0","filler",1,"positive stimuli absent","voluntary facial action"
"R_33pbKgsAzJbp6B0","filler",1,"positive stimuli absent","voluntary facial action"
"R_33pbKgsAzJbp6B0","happy",1,"positive stimuli absent","voluntary facial action"
"R_33pbKgsAzJbp6B0","neutral",1,"positive stimuli absent","voluntary facial action"
"R_33yECL0CgjZ8MFr","filler",1,"positive stimuli absent","pen-in-mouth"
"R_33yECL0CgjZ8MFr","filler",1,"positive stimuli absent","pen-in-mouth"
"R_33yECL0CgjZ8MFr","happy",1,"positive stimuli absent","pen-in-mouth"
"R_33yECL0CgjZ8MFr","neutral",1,"positive stimuli absent","pen-in-mouth"
"R_37yucbTCB9ApBlL","filler",1,"positive stimuli present","pen-in-mouth"
"R_37yucbTCB9ApBlL","filler",1,"positive stimuli present","pen-in-mouth"
"R_37yucbTCB9ApBlL","happy",1,"positive stimuli present","pen-in-mouth"
"R_37yucbTCB9ApBlL","neutral",1,"positive stimuli present","pen-in-mouth"
"R_38KmvXzl3goyeat","filler",3.25,"positive stimuli absent","pen-in-mouth"
"R_38KmvXzl3goyeat","filler",5.5,"positive stimuli absent","pen-in-mouth"
"R_38KmvXzl3goyeat","happy",3.75,"positive stimuli absent","pen-in-mouth"
"R_38KmvXzl3goyeat","neutral",4.75,"positive stimuli absent","pen-in-mouth"
"R_3CHI1fMe1d1Fq8Z","filler",1,"positive stimuli absent","facial mimicry"
"R_3CHI1fMe1d1Fq8Z","filler",1,"positive stimuli absent","facial mimicry"
"R_3CHI1fMe1d1Fq8Z","happy",2.25,"positive stimuli absent","facial mimicry"
"R_3CHI1fMe1d1Fq8Z","neutral",2.5,"positive stimuli absent","facial mimicry"
"R_3CJ9rsS2jUkKl5K","filler",4,"positive stimuli present","facial mimicry"
"R_3CJ9rsS2jUkKl5K","filler",4,"positive stimuli present","facial mimicry"
"R_3CJ9rsS2jUkKl5K","happy",4,"positive stimuli present","facial mimicry"
"R_3CJ9rsS2jUkKl5K","neutral",4,"positive stimuli present","facial mimicry"
"R_3Cp4olBZbDkZAWt","filler",2.5,"positive stimuli present","facial mimicry"
"R_3Cp4olBZbDkZAWt","filler",1,"positive stimuli present","facial mimicry"
"R_3Cp4olBZbDkZAWt","happy",5,"positive stimuli present","facial mimicry"
"R_3Cp4olBZbDkZAWt","neutral",5.25,"positive stimuli present","facial mimicry"
"R_3CVGAP9EUVGJRzQ","filler",2.25,"positive stimuli absent","pen-in-mouth"
"R_3CVGAP9EUVGJRzQ","filler",2,"positive stimuli absent","pen-in-mouth"
"R_3CVGAP9EUVGJRzQ","happy",1.75,"positive stimuli absent","pen-in-mouth"
"R_3CVGAP9EUVGJRzQ","neutral",2,"positive stimuli absent","pen-in-mouth"
"R_3CZThvNU4ehE1Oo","filler",1.75,"positive stimuli present","pen-in-mouth"
"R_3CZThvNU4ehE1Oo","filler",1,"positive stimuli present","pen-in-mouth"
"R_3CZThvNU4ehE1Oo","happy",1,"positive stimuli present","pen-in-mouth"
"R_3CZThvNU4ehE1Oo","neutral",1,"positive stimuli present","pen-in-mouth"
"R_3D0B2KBjJVN75Ho","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3D0B2KBjJVN75Ho","filler",2,"positive stimuli absent","pen-in-mouth"
"R_3D0B2KBjJVN75Ho","happy",1.5,"positive stimuli absent","pen-in-mouth"
"R_3D0B2KBjJVN75Ho","neutral",1.25,"positive stimuli absent","pen-in-mouth"
"R_3D0ifz3588etDih","filler",1.5,"positive stimuli absent","voluntary facial action"
"R_3D0ifz3588etDih","filler",1.25,"positive stimuli absent","voluntary facial action"
"R_3D0ifz3588etDih","happy",2.75,"positive stimuli absent","voluntary facial action"
"R_3D0ifz3588etDih","neutral",1,"positive stimuli absent","voluntary facial action"
"R_3D25WWWPPsZUVT4","filler",1.75,"positive stimuli absent","facial mimicry"
"R_3D25WWWPPsZUVT4","filler",1,"positive stimuli absent","facial mimicry"
"R_3D25WWWPPsZUVT4","happy",5.25,"positive stimuli absent","facial mimicry"
"R_3D25WWWPPsZUVT4","neutral",1,"positive stimuli absent","facial mimicry"
"R_3D7PELrL7frRzX1","filler",1.75,"positive stimuli absent","pen-in-mouth"
"R_3D7PELrL7frRzX1","filler",4.5,"positive stimuli absent","pen-in-mouth"
"R_3D7PELrL7frRzX1","happy",3,"positive stimuli absent","pen-in-mouth"
"R_3D7PELrL7frRzX1","neutral",3.75,"positive stimuli absent","pen-in-mouth"
"R_3DcAjJMiusN0bC1","filler",4.75,"positive stimuli present","pen-in-mouth"
"R_3DcAjJMiusN0bC1","filler",4.75,"positive stimuli present","pen-in-mouth"
"R_3DcAjJMiusN0bC1","happy",4.75,"positive stimuli present","pen-in-mouth"
"R_3DcAjJMiusN0bC1","neutral",4.75,"positive stimuli present","pen-in-mouth"
"R_3DdtniYLP7UheZH","filler",1,"positive stimuli absent","voluntary facial action"
"R_3DdtniYLP7UheZH","filler",1,"positive stimuli absent","voluntary facial action"
"R_3DdtniYLP7UheZH","happy",1.75,"positive stimuli absent","voluntary facial action"
"R_3DdtniYLP7UheZH","neutral",1,"positive stimuli absent","voluntary facial action"
"R_3Deh44xAbeurvgS","filler",1,"positive stimuli absent","voluntary facial action"
"R_3Deh44xAbeurvgS","filler",1,"positive stimuli absent","voluntary facial action"
"R_3Deh44xAbeurvgS","happy",1.25,"positive stimuli absent","voluntary facial action"
"R_3Deh44xAbeurvgS","neutral",1,"positive stimuli absent","voluntary facial action"
"R_3dG3swr7DCLswD3","filler",6.75,"positive stimuli absent","pen-in-mouth"
"R_3dG3swr7DCLswD3","filler",4.25,"positive stimuli absent","pen-in-mouth"
"R_3dG3swr7DCLswD3","happy",6.5,"positive stimuli absent","pen-in-mouth"
"R_3dG3swr7DCLswD3","neutral",4.75,"positive stimuli absent","pen-in-mouth"
"R_3Dh94fBizZYgchG","filler",1,"positive stimuli absent","facial mimicry"
"R_3Dh94fBizZYgchG","filler",1,"positive stimuli absent","facial mimicry"
"R_3Dh94fBizZYgchG","happy",1,"positive stimuli absent","facial mimicry"
"R_3Dh94fBizZYgchG","neutral",1,"positive stimuli absent","facial mimicry"
"R_3Di4kVzy65Hg2Yv","filler",1,"positive stimuli absent","facial mimicry"
"R_3Di4kVzy65Hg2Yv","filler",1,"positive stimuli absent","facial mimicry"
"R_3Di4kVzy65Hg2Yv","happy",1,"positive stimuli absent","facial mimicry"
"R_3Di4kVzy65Hg2Yv","neutral",1,"positive stimuli absent","facial mimicry"
"R_3DnE5MB6OYYoZ35","filler",5,"positive stimuli present","pen-in-mouth"
"R_3DnE5MB6OYYoZ35","filler",2.75,"positive stimuli present","pen-in-mouth"
"R_3DnE5MB6OYYoZ35","happy",5.25,"positive stimuli present","pen-in-mouth"
"R_3DnE5MB6OYYoZ35","neutral",5.25,"positive stimuli present","pen-in-mouth"
"R_3Do2QcglyaICYsP","filler",5,"positive stimuli present","facial mimicry"
"R_3Do2QcglyaICYsP","filler",5.25,"positive stimuli present","facial mimicry"
"R_3Do2QcglyaICYsP","happy",6,"positive stimuli present","facial mimicry"
"R_3Do2QcglyaICYsP","neutral",3.5,"positive stimuli present","facial mimicry"
"R_3dQE7EOualUnyGB","filler",2,"positive stimuli present","facial mimicry"
"R_3dQE7EOualUnyGB","filler",4.5,"positive stimuli present","facial mimicry"
"R_3dQE7EOualUnyGB","happy",6,"positive stimuli present","facial mimicry"
"R_3dQE7EOualUnyGB","neutral",2.25,"positive stimuli present","facial mimicry"
"R_3DqgyBgOZoonxih","filler",1.5,"positive stimuli present","facial mimicry"
"R_3DqgyBgOZoonxih","filler",1,"positive stimuli present","facial mimicry"
"R_3DqgyBgOZoonxih","happy",1.25,"positive stimuli present","facial mimicry"
"R_3DqgyBgOZoonxih","neutral",1,"positive stimuli present","facial mimicry"
"R_3dWJtxF0yVgHR4W","filler",3,"positive stimuli present","pen-in-mouth"
"R_3dWJtxF0yVgHR4W","filler",3,"positive stimuli present","pen-in-mouth"
"R_3dWJtxF0yVgHR4W","happy",2,"positive stimuli present","pen-in-mouth"
"R_3dWJtxF0yVgHR4W","neutral",2,"positive stimuli present","pen-in-mouth"
"R_3DyQu6SHpwb7OPn","filler",4,"positive stimuli absent","pen-in-mouth"
"R_3DyQu6SHpwb7OPn","filler",4.75,"positive stimuli absent","pen-in-mouth"
"R_3DyQu6SHpwb7OPn","happy",2.75,"positive stimuli absent","pen-in-mouth"
"R_3DyQu6SHpwb7OPn","neutral",3.25,"positive stimuli absent","pen-in-mouth"
"R_3e2B7ithmOrTzd3","filler",3.25,"positive stimuli absent","voluntary facial action"
"R_3e2B7ithmOrTzd3","filler",1.75,"positive stimuli absent","voluntary facial action"
"R_3e2B7ithmOrTzd3","happy",3.25,"positive stimuli absent","voluntary facial action"
"R_3e2B7ithmOrTzd3","neutral",3,"positive stimuli absent","voluntary facial action"
"R_3e3ai5RxM8dlVcG","filler",1,"positive stimuli present","facial mimicry"
"R_3e3ai5RxM8dlVcG","filler",1,"positive stimuli present","facial mimicry"
"R_3e3ai5RxM8dlVcG","happy",3.5,"positive stimuli present","facial mimicry"
"R_3e3ai5RxM8dlVcG","neutral",1.75,"positive stimuli present","facial mimicry"
"R_3e3k4juj5Uq4Ltk","filler",5.25,"positive stimuli present","pen-in-mouth"
"R_3e3k4juj5Uq4Ltk","filler",4.75,"positive stimuli present","pen-in-mouth"
"R_3e3k4juj5Uq4Ltk","happy",5,"positive stimuli present","pen-in-mouth"
"R_3e3k4juj5Uq4Ltk","neutral",5,"positive stimuli present","pen-in-mouth"
"R_3e8MtmqzWRjUaFn","filler",4.5,"positive stimuli absent","voluntary facial action"
"R_3e8MtmqzWRjUaFn","filler",3.25,"positive stimuli absent","voluntary facial action"
"R_3e8MtmqzWRjUaFn","happy",5.25,"positive stimuli absent","voluntary facial action"
"R_3e8MtmqzWRjUaFn","neutral",3.5,"positive stimuli absent","voluntary facial action"
"R_3e96vzCGrGmpi9W","filler",4,"positive stimuli present","pen-in-mouth"
"R_3e96vzCGrGmpi9W","filler",3,"positive stimuli present","pen-in-mouth"
"R_3e96vzCGrGmpi9W","happy",3.5,"positive stimuli present","pen-in-mouth"
"R_3e96vzCGrGmpi9W","neutral",3,"positive stimuli present","pen-in-mouth"
"R_3e9oCVIqh749pef","filler",1.75,"positive stimuli absent","pen-in-mouth"
"R_3e9oCVIqh749pef","filler",1,"positive stimuli absent","pen-in-mouth"
"R_3e9oCVIqh749pef","happy",1.25,"positive stimuli absent","pen-in-mouth"
"R_3e9oCVIqh749pef","neutral",1.25,"positive stimuli absent","pen-in-mouth"
"R_3E9YBdFXVHqBP22","filler",2.25,"positive stimuli absent","pen-in-mouth"
"R_3E9YBdFXVHqBP22","filler",3,"positive stimuli absent","pen-in-mouth"
"R_3E9YBdFXVHqBP22","happy",1.25,"positive stimuli absent","pen-in-mouth"
"R_3E9YBdFXVHqBP22","neutral",2,"positive stimuli absent","pen-in-mouth"
"R_3EaNJHOluag0PzN","filler",2.75,"positive stimuli absent","pen-in-mouth"
"R_3EaNJHOluag0PzN","filler",1.75,"positive stimuli absent","pen-in-mouth"
"R_3EaNJHOluag0PzN","happy",2,"positive stimuli absent","pen-in-mouth"
"R_3EaNJHOluag0PzN","neutral",2.25,"positive stimuli absent","pen-in-mouth"
"R_3EauMddjGW9AQTv","filler",1,"positive stimuli present","facial mimicry"
"R_3EauMddjGW9AQTv","filler",1,"positive stimuli present","facial mimicry"
"R_3EauMddjGW9AQTv","happy",1,"positive stimuli present","facial mimicry"
"R_3EauMddjGW9AQTv","neutral",1,"positive stimuli present","facial mimicry"
"R_3EclR6Xlp6yM9M9","filler",6,"positive stimuli absent","facial mimicry"
